Wall time,Step,Value
1773006889.1001143,2048,640.0
1773006891.8027697,4096,640.0
1773006894.493472,6144,640.0
1773006897.11574,8192,640.0
1773006899.7773156,10240,640.0
1773006902.4785776,12288,640.0
1773006905.2213147,14336,627.272705078125
1773006909.2151463,16384,629.2307739257812
1773006911.9433372,18432,630.3448486328125
1773006914.595918,20480,631.25
1773006917.2984846,22528,628.1142578125
1773006920.1043365,24576,619.5384521484375
1773006922.7515752,26624,615.3255615234375
1773006925.454283,28672,616.9347534179688
1773006928.118341,30720,618.346923828125
1773006930.796185,32768,619.5961303710938
1773006933.4034188,34816,621.0535888671875
1773006936.0929508,36864,622.0169677734375
1773006938.7878942,38912,617.3015747070312
1773006941.4703243,40960,617.6514892578125
1773006944.2489128,43008,617.5072631835938
1773006946.8781557,45056,612.5616455078125
1773006949.53912,47104,608.9739990234375
1773006952.297008,49152,605.7531127929688
1773006954.9938066,51200,606.9761962890625
1773006957.6673372,53248,601.9431762695312
1773006960.2895334,55296,603.1978149414062
1773006963.037091,57344,596.9583129882812
1773006965.6817703,59392,598.2626342773438
1773006968.366679,61440,594.0399780273438
1773006971.097403,63488,579.6599731445312
1773006973.7449157,65536,569.6099853515625
1773006976.375877,67584,565.239990234375
1773006978.9590523,69632,561.0800170898438
1773006981.713399,71680,560.75
1773006984.4248543,73728,546.1500244140625
1773006987.090114,75776,537.3800048828125
1773006989.745939,77824,537.3499755859375
1773006992.4395292,79872,536.719970703125
1773006995.1578276,81920,538.27001953125
1773006997.876021,83968,538.27001953125
1773007000.5279458,86016,536.97998046875
1773007003.1615238,88064,536.97998046875
1773007005.846676,90112,536.97998046875
1773007008.5044532,92160,526.1400146484375
1773007011.24691,94208,526.6300048828125
1773007013.9126601,96256,517.9500122070312
1773007016.5564103,98304,518.1699829101562
1773007019.270752,100352,522.030029296875
1773007021.9570208,102400,521.3099975585938
1773007024.7138586,104448,518.6599731445312
1773007027.3451273,106496,524.4099731445312
1773007029.997609,108544,523.2000122070312
1773007032.7331288,110592,523.2000122070312
1773007035.432016,112640,520.5499877929688
1773007038.089036,114688,524.5399780273438
1773007040.7437267,116736,527.8599853515625
1773007043.4460316,118784,521.6900024414062
1773007046.1892052,120832,520.8200073242188
1773007048.810016,122880,526.510009765625
1773007051.5369413,124928,521.5900268554688
1773007054.2904806,126976,525.1500244140625
1773007057.0606775,129024,535.280029296875
1773007059.8091252,131072,525.0999755859375
1773007062.5043123,133120,530.6300048828125
1773007065.1863906,135168,528.1799926757812
1773007067.9150577,137216,519.6300048828125
1773007070.6309066,139264,512.6900024414062
1773007073.3452685,141312,508.17999267578125
1773007075.9892962,143360,512.1400146484375
1773007078.7170343,145408,504.2699890136719
1773007081.4406283,147456,494.2200012207031
1773007084.230119,149504,480.7200012207031
1773007086.9118226,151552,467.1199951171875
1773007089.5507329,153600,455.7799987792969
1773007092.262738,155648,453.6099853515625
1773007094.9229279,157696,443.69000244140625
1773007097.5587857,159744,441.739990234375
1773007100.2131732,161792,442.239990234375
1773007102.9024198,163840,442.3399963378906
1773007105.59842,165888,417.25
1773007108.404375,167936,414.95001220703125
1773007111.2120976,169984,404.7900085449219
1773007113.9179883,172032,399.1700134277344
1773007116.5475073,174080,373.2799987792969
1773007119.2668316,176128,355.3399963378906
1773007121.8991737,178176,351.2799987792969
1773007124.525686,180224,352.2900085449219
1773007127.2125826,182272,348.8399963378906
1773007129.8505588,184320,345.80999755859375
1773007132.4923527,186368,338.54998779296875
1773007135.1524565,188416,316.739990234375
1773007137.797517,190464,295.6600036621094
1773007140.455723,192512,289.79998779296875
1773007143.2643998,194560,280.9800109863281
1773007145.9326692,196608,278.2300109863281
1773007148.5686808,198656,275.0
1773007151.1827574,200704,272.6300048828125
