Wall time,Step,Value
1772994845.1277611,2048,640.0
1772994848.6476996,4096,640.0
1772994856.766122,6144,602.0
1772994861.9160836,8192,610.7692260742188
1772994864.6042473,10240,616.25
1772994867.481223,12288,620.0
1772994870.1484363,14336,610.6521606445312
1772994872.7893999,16384,614.0384521484375
1772994875.5155191,18432,616.72412109375
1772994878.1742218,20480,619.5454711914062
1772994880.8130767,22528,621.25
1772994883.467757,24576,599.6500244140625
1772994886.223342,26624,576.978271484375
1772994888.8797002,28672,580.8367309570312
1772994891.524605,30720,577.0377197265625
1772994894.189746,32768,570.3508911132812
1772994896.8852031,34816,568.3934326171875
1772994899.5824292,36864,571.75
1772994902.3214288,38912,567.5294189453125
1772994904.9912925,40960,568.5352172851562
1772994907.7198641,43008,572.3466796875
1772994910.450309,45056,560.6375122070312
1772994913.1809988,47104,559.8214111328125
1772994915.8288374,49152,557.3295288085938
1772994918.5193577,51200,553.5978393554688
1772994921.4482412,53248,552.8125
1772994924.2004616,55296,539.0499877929688
1772994926.9055545,57344,534.219970703125
1772994929.6597028,59392,529.8300170898438
1772994934.529467,61440,518.72998046875
1772994943.1100914,63488,507.80999755859375
1772994948.5879645,65536,499.260009765625
1772994951.4334247,67584,492.8500061035156
1772994954.1554427,69632,489.3800048828125
1772994957.0347319,71680,483.79998779296875
1772994959.7890098,73728,479.0899963378906
1772994962.5978253,75776,485.3500061035156
1772994965.3217292,77824,479.9100036621094
1772994968.0566285,79872,484.2900085449219
1772994970.7918763,81920,485.7200012207031
1772994973.5084138,83968,477.2099914550781
1772994976.3253927,86016,482.80999755859375
1772994979.0444183,88064,484.2699890136719
1772994981.9015937,90112,481.80999755859375
1772994984.632942,92160,483.19000244140625
1772994987.3197377,94208,480.4800109863281
1772994990.1105835,96256,479.9200134277344
1772994992.8779652,98304,483.6600036621094
1772994995.6123784,100352,481.8399963378906
1772994998.2853281,102400,482.8399963378906
1772995001.087899,104448,483.07000732421875
1772995003.9092379,106496,480.6099853515625
1772995006.752946,108544,478.1600036621094
1772995009.4259315,110592,484.3299865722656
1772995012.1530933,112640,493.07000732421875
1772995014.8938246,114688,498.6199951171875
1772995017.6856365,116736,504.04998779296875
1772995020.4304788,118784,505.57000732421875
1772995023.2888124,120832,503.9599914550781
1772995026.065969,122880,508.7699890136719
1772995028.777211,124928,519.9199829101562
1772995031.4847002,126976,514.47998046875
1772995034.1969054,129024,508.4200134277344
1772995036.924819,131072,503.760009765625
1772995039.6468654,133120,498.1300048828125
1772995042.390219,135168,485.5
1772995045.1928222,137216,467.3800048828125
1772995047.8498785,139264,467.1000061035156
1772995050.6734953,141312,453.1000061035156
1772995053.4612648,143360,446.4200134277344
1772995056.280085,145408,438.94000244140625
1772995059.061666,147456,430.17999267578125
1772995061.9169047,149504,425.2699890136719
1772995064.937911,151552,424.4700012207031
1772995067.792171,153600,421.67999267578125
1772995070.515323,155648,409.20001220703125
1772995073.3232238,157696,405.5299987792969
1772995076.1511028,159744,379.1099853515625
1772995078.8832402,161792,370.9800109863281
1772995081.6322784,163840,357.5199890136719
1772995084.661281,165888,343.6700134277344
1772995087.5283666,167936,334.32000732421875
1772995090.4405725,169984,343.7099914550781
1772995093.3696902,172032,345.239990234375
1772995096.3060186,174080,330.8299865722656
1772995099.0349486,176128,332.0899963378906
1772995101.7746403,178176,327.05999755859375
1772995104.4675765,180224,323.1099853515625
1772995107.1707885,182272,315.57000732421875
1772995109.8779907,184320,296.20001220703125
1772995112.557559,186368,291.7099914550781
1772995115.2286384,188416,291.0799865722656
1772995117.919968,190464,282.989990234375
1772995120.6368096,192512,278.54998779296875
1772995123.3260763,194560,293.32000732421875
1772995126.0980763,196608,296.5400085449219
1772995128.8093085,198656,287.75
1772995131.4910808,200704,285.1700134277344
1772995134.2549467,202752,286.489990234375
1772995136.979996,204800,271.42999267578125
1772995139.6473339,206848,267.6199951171875
1772995142.4143543,208896,270.42999267578125
1772995145.3698692,210944,269.1099853515625
1772995148.0447645,212992,257.7099914550781
1772995150.741488,215040,264.1099853515625
1772995153.4060464,217088,263.7699890136719
1772995156.0445883,219136,267.29998779296875
1772995158.655269,221184,256.010009765625
1772995161.411474,223232,230.5800018310547
1772995164.0602467,225280,224.0
1772995166.7400289,227328,220.72000122070312
1772995169.4855537,229376,213.63999938964844
1772995172.167665,231424,197.1699981689453
1772995174.8519268,233472,165.9499969482422
1772995177.4971948,235520,151.88999938964844
1772995180.1639864,237568,146.89999389648438
1772995182.821087,239616,144.9199981689453
1772995185.6221564,241664,146.22999572753906
1772995188.3488505,243712,140.60000610351562
1772995191.0215719,245760,153.94000244140625
1772995193.851438,247808,156.39999389648438
1772995196.5901086,249856,161.25
1772995199.2634442,251904,146.33999633789062
1772995202.0058398,253952,139.13999938964844
1772995204.7686102,256000,133.27999877929688
1772995207.5434122,258048,112.81999969482422
1772995210.3176079,260096,114.08999633789062
1772995213.2372203,262144,107.26000213623047
1772995216.0119205,264192,106.44999694824219
1772995218.6805005,266240,107.05000305175781
1772995221.3583064,268288,112.18000030517578
1772995224.05217,270336,118.69000244140625
1772995226.683267,272384,120.0999984741211
1772995229.3553991,274432,132.22000122070312
1772995232.1130588,276480,125.23999786376953
1772995234.7591784,278528,112.29000091552734
1772995237.3941736,280576,102.58999633789062
1772995240.1470807,282624,94.44999694824219
1772995242.8132532,284672,84.19999694824219
1772995245.5810184,286720,93.0199966430664
1772995248.302465,288768,91.43000030517578
1772995250.9718938,290816,88.01000213623047
1772995253.620076,292864,99.6500015258789
1772995256.270632,294912,107.94999694824219
1772995258.9151926,296960,100.43000030517578
1772995261.5624602,299008,105.25
1772995264.265418,301056,77.19999694824219
1772995266.949739,303104,81.48999786376953
1772995269.6338565,305152,91.37999725341797
1772995272.3167331,307200,85.97000122070312
1772995274.9631588,309248,94.48999786376953
1772995277.5875592,311296,104.0
1772995280.381043,313344,101.8499984741211
1772995283.1123524,315392,93.45999908447266
1772995285.788405,317440,84.77999877929688
1772995288.4093668,319488,76.33999633789062
1772995291.069293,321536,72.33000183105469
1772995293.8368342,323584,79.08000183105469
1772995296.5099127,325632,75.38999938964844
1772995299.203278,327680,69.41000366210938
1772995301.9248192,329728,66.29000091552734
1772995304.6418748,331776,66.01000213623047
1772995307.3102844,333824,70.91999816894531
1772995309.9864788,335872,73.38999938964844
1772995312.6778355,337920,88.9800033569336
1772995315.4289737,339968,97.20999908447266
1772995318.2216008,342016,105.51000213623047
1772995320.9099638,344064,98.69999694824219
1772995323.6723313,346112,111.55000305175781
1772995326.3255742,348160,86.33999633789062
1772995328.958265,350208,74.04000091552734
1772995331.6172068,352256,54.65999984741211
1772995334.2238266,354304,61.58000183105469
1772995336.9493484,356352,66.66999816894531
1772995339.7885334,358400,73.70999908447266
1772995342.5082245,360448,79.83000183105469
1772995345.165684,362496,75.80000305175781
1772995347.8564148,364544,78.19000244140625
1772995350.4907765,366592,82.12999725341797
1772995353.112871,368640,91.62000274658203
1772995355.7810278,370688,91.30000305175781
1772995358.3824964,372736,87.31999969482422
1772995360.9936502,374784,89.23999786376953
1772995363.652006,376832,81.19999694824219
1772995366.27964,378880,80.97000122070312
1772995368.8688884,380928,78.8499984741211
1772995371.5725746,382976,71.94000244140625
1772995374.1908,385024,71.72000122070312
1772995376.8532443,387072,72.0999984741211
1772995379.5310075,389120,66.16000366210938
1772995382.2646468,391168,69.12000274658203
1772995384.9770212,393216,67.31999969482422
1772995387.647789,395264,70.06999969482422
1772995390.290256,397312,80.52999877929688
1772995392.9654467,399360,80.61000061035156
1772995395.584576,401408,74.58999633789062
1772995398.2181854,403456,65.41000366210938
1772995400.9068122,405504,68.23999786376953
1772995403.558879,407552,80.66000366210938
1772995406.201637,409600,84.20999908447266
1772995408.8974624,411648,90.19999694824219
1772995411.5857692,413696,96.81999969482422
1772995414.2774692,415744,79.16999816894531
1772995416.916977,417792,83.38999938964844
1772995419.5752344,419840,88.4800033569336
1772995422.2900374,421888,95.83999633789062
1772995425.0815225,423936,80.83000183105469
1772995427.7275558,425984,80.87000274658203
1772995430.4117289,428032,77.63999938964844
1772995433.1056857,430080,73.30999755859375
1772995435.8028114,432128,62.29999923706055
1772995438.4720564,434176,59.7400016784668
1772995441.0905662,436224,63.880001068115234
1772995443.917872,438272,66.8499984741211
1772995446.6743736,440320,65.44999694824219
1772995449.394708,442368,60.099998474121094
1772995452.0991237,444416,68.62999725341797
1772995454.805931,446464,64.0
1772995457.5064077,448512,69.44000244140625
1772995460.2923577,450560,59.2400016784668
1772995463.1200678,452608,68.27999877929688
1772995465.868367,454656,72.80000305175781
1772995468.5525708,456704,83.81999969482422
1772995471.235324,458752,92.33000183105469
1772995473.8761706,460800,81.81999969482422
1772995476.5184698,462848,88.05000305175781
1772995479.1670659,464896,94.6500015258789
1772995481.8627744,466944,87.80000305175781
1772995484.5829844,468992,90.23999786376953
1772995487.3217566,471040,72.19999694824219
1772995490.0600479,473088,59.38999938964844
1772995492.7225688,475136,71.0999984741211
1772995495.4356139,477184,69.27999877929688
1772995498.151812,479232,72.58999633789062
1772995500.8407776,481280,74.27999877929688
1772995503.5857854,483328,80.1500015258789
1772995506.2196813,485376,70.83999633789062
1772995508.8679187,487424,74.58999633789062
1772995511.5434737,489472,69.51000213623047
1772995514.2175484,491520,71.7699966430664
1772995516.9155984,493568,75.38999938964844
1772995519.6753957,495616,84.87999725341797
1772995522.4630842,497664,81.5999984741211
1772995525.1385267,499712,64.58000183105469
1772995527.8187723,501760,61.09000015258789
