Wall time,Step,Value
1772974383.0498002,2048,0.0
1772974385.8279362,4096,0.0
1772974390.009244,6144,0.06653120368719101
1772974398.6457126,8192,0.051177844405174255
1772974402.3862748,10240,0.04158199951052666
1772974405.2827182,12288,0.03501642122864723
1772974408.006949,14336,0.028926609084010124
1772974410.76495,16384,0.025588922202587128
1772974414.0059602,18432,0.022941792383790016
1772974417.5963469,20480,0.04381627216935158
1772974420.6702108,22528,0.04016491770744324
1772974424.4078486,24576,0.037075307220220566
1772974428.405703,26624,0.03442707285284996
1772974431.9761221,28672,0.03143341466784477
1772974435.5302904,30720,0.029508918523788452
1772974439.0039506,32768,0.027806481346488
1772974442.6378288,34816,0.026289762929081917
1772974446.0533388,36864,0.024929948151111603
1772974449.754625,38912,0.023321565240621567
1772974453.1826806,40960,0.02224518544971943
1772974456.9333503,43008,0.02693244069814682
1772974460.502681,45056,0.033328987658023834
1772974464.1183412,47104,0.0334041602909565
1772974467.2912083,49152,0.031712811440229416
1772974470.9647567,51200,0.0381002202630043
1772974474.5647626,53248,0.039356812834739685
1772974477.882504,55296,0.04685935378074646
1772974480.7814078,57344,0.06059173494577408
1772974483.947392,59392,0.0587177611887455
1772974486.8232975,61440,0.06428434699773788
1772974490.4310255,63488,0.06581871956586838
1772974493.8170354,65536,0.06985622644424438
1772974497.1845284,67584,0.07299373298883438
1772974500.411506,69632,0.07299373298883438
1772974503.8994002,71680,0.08210934698581696
1772974507.410019,73728,0.08592184633016586
1772974510.766724,75776,0.08934059739112854
1772974513.8008373,77824,0.09363123029470444
1772974517.3939974,79872,0.09415309876203537
1772974526.3155653,81920,0.09415309876203537
1772974529.3524895,83968,0.09415309876203537
1772974533.0981817,86016,0.09415309876203537
1772974536.8801305,88064,0.09415309876203537
1772974540.361724,90112,0.09985154122114182
1772974543.5486834,92160,0.11626715958118439
1772974546.706307,94208,0.11787185072898865
1772974549.773541,96256,0.11787185072898865
1772974553.0460775,98304,0.12195154279470444
1772974556.3533392,100352,0.12602965533733368
